"CODE" "PLOT" "BLOCK" "TREAT" "SPEC" "SP_CODE" "LIFE.FORM" "BASAL_A" "HEIGHT_M" "LEAVES" "TRUNK" "WEIGHT"
"1130" "w1g5p5" "P5" "WG5" "INSECTICIDE" "Premna sp. 1" "prems1" "tree" 2.49 4 0.31 1.68 1.99
"1131" "w1g5p5" "P5" "WG5" "INSECTICIDE" "Trema orientalis" "tremor" "tree" 8.55 5.3 1.175 2.005 3.18
"1132" "w1g5p5" "P5" "WG5" "INSECTICIDE" "Mikania micrantha" "mikami" "vine" NA NA 0.62 NA 0.62
"1133" "w1g5p5" "P5" "WG5" "INSECTICIDE" "Cucurbita sp. 1" "cucus1" "herb" NA NA 0.265 NA 0.265
"1134" "w1g5p5" "P5" "WG5" "INSECTICIDE" "Axonopus compressus" "axonco" "grass" NA NA 0.16565 NA 0.16565
"1135" "w1g5p5" "P5" "WG5" "INSECTICIDE" "Melanolepis multiglandulosa" "melamu" "tree" NA NA 0.01624 0.0913 0.10754
"1136" "w1g5p5" "P5" "WG5" "INSECTICIDE" "Trichospermum pleiostigma" "tricpl" "tree" NA NA 0.02303 0.04011 0.06314
"1137" "w1g5p5" "P5" "WG5" "INSECTICIDE" "Ficus hahliana" "ficuha" "tree" NA NA 0.01715 NA 0.01715
"1138" "w1g5p5" "P5" "WG5" "INSECTICIDE" "Leea indica" "leeain" "shrub" NA NA 0.02109 0.02362 0.04471
"1139" "w1g5p5" "P5" "WG5" "INSECTICIDE" "Costus speciosus" "costsp" "herb" NA NA 0.07816 NA 0.07816
"1140" "w1g5p6" "P6" "WG5" "WEEVIL125" "Trichospermum pleiostigma" "tricpl" "tree" 8.04 3.3 0.41 1.835 2.245
"1141" "w1g5p6" "P6" "WG5" "WEEVIL125" "Piptrus argenteus" "piptar" "tree" 2.27 2.47 0.575 1.15 1.725
"1142" "w1g5p6" "P6" "WG5" "WEEVIL125" "Synedrella nodiflora" "syneno" "herb" NA NA 9.46 NA 9.46
"1143" "w1g5p6" "P6" "WG5" "WEEVIL125" "Mikania micrantha" "mikami" "vine" NA NA 2.445 NA 2.445
"1144" "w1g5p6" "P6" "WG5" "WEEVIL125" "Paspalum conjugatum" "paspco" "grass" NA NA 0.275 NA 0.275
"1145" "w1g5p6" "P6" "WG5" "WEEVIL125" "Ageratum conyzoides" "agerco" "herb" NA NA 1.75 NA 1.75
"1146" "w1g5p6" "P6" "WG5" "WEEVIL125" "Ipomea batata" "ipomba" "vine" NA NA 1.195 NA 1.195
"1147" "w1g5p6" "P6" "WG5" "WEEVIL125" "Piper aduncum" "pipead" "tree" NA NA 0.01138 NA 0.01138
"1148" "w1g5p6" "P6" "WG5" "WEEVIL125" "Crassocephalum crepidioides" "crascr" "herb" NA NA 0.04372 NA 0.04372
"1149" "w1g5p6" "P6" "WG5" "WEEVIL125" "Piper umbellatum" "pipeum" "tree" NA NA 0.0038 NA 0.0038
"1150" "w1g5p6" "P6" "WG5" "WEEVIL125" "Paspalum sp. 1" "pasps1" "grass" NA NA 0.03729 NA 0.03729
"1151" "w1g6p1" "P1" "WG6" "WEEVIL125" "Piptrus argenteus" "piptar" "tree" 19.49 NA 1.915 2.62 4.535
"1152" "w1g6p1" "P1" "WG6" "WEEVIL125" "Trema orientalis" "tremor" "tree" 16.66 3.13 0.75 3.975 4.725
"1153" "w1g6p1" "P1" "WG6" "WEEVIL125" "Melanolepis multiglandulosa" "melamu" "tree" NA NA 0.0247 0.12006 0.14476
"1154" "w1g6p1" "P1" "WG6" "WEEVIL125" "Mikania micrantha" "mikami" "vine" NA NA 1.105 NA 1.105
"1155" "w1g6p1" "P1" "WG6" "WEEVIL125" "Paspalum conjugatum" "paspco" "grass" NA NA 3.21 NA 3.21
"1156" "w1g6p1" "P1" "WG6" "WEEVIL125" "Imperata cyllindrica" "impecy" "grass" NA NA 24.34 NA 24.34
"1157" "w1g6p1" "P1" "WG6" "WEEVIL125" "Synedrella nodiflora" "syneno" "herb" NA NA 2.335 NA 2.335
"1158" "w1g6p1" "P1" "WG6" "WEEVIL125" "Endospermum labios" "endola" "tree" NA NA 0.00302 NA 0.00302
"1159" "w1g6p1" "P1" "WG6" "WEEVIL125" "Uncaria lanosa" "uncala" "vine" NA NA 0.00762 NA 0.00762
"1160" "w1g6p1" "P1" "WG6" "WEEVIL125" "Crassocephalum crepidioides" "crascr" "herb" NA NA 0.01832 NA 0.01832
"1161" "w1g6p1" "P1" "WG6" "WEEVIL125" "Ficus wassa" "ficuwa" "tree" NA NA 0.00519 NA 0.00519
"1162" "w1g6p2" "P2" "WG6" "PREDATOR" "Trema orientalis" "tremor" "tree" NA NA 1.26 6.16 7.42
"1163" "w1g6p2" "P2" "WG6" "PREDATOR" "Piptrus argenteus" "piptar" "tree" 66.92 4.36 40.585 NA 40.585
"1164" "w1g6p2" "P2" "WG6" "PREDATOR" "Melanolepis multiglandulosa" "melamu" "tree" 20.88 NA 1.73 4.85 6.58
"1165" "w1g6p2" "P2" "WG6" "PREDATOR" "Macaranga tanarius" "macata" "tree" 16.56 3.23 0.94 2.93 3.87
"1166" "w1g6p2" "P2" "WG6" "PREDATOR" "Homalanthus novoguineensis" "homano" "tree" 1.33 2.9 0.08266 0.32 0.40266
"1167" "w1g6p2" "P2" "WG6" "PREDATOR" "Breynia cernua" "breyce" "shrub" NA NA 0.255 0.24 0.495
"1168" "w1g6p2" "P2" "WG6" "PREDATOR" "Paspalum conjugatum" "paspco" "grass" NA NA 5.375 NA 5.375
"1169" "w1g6p2" "P2" "WG6" "PREDATOR" "Mikania micrantha" "mikami" "vine" NA NA 0.475 NA 0.475
"1170" "w1g6p2" "P2" "WG6" "PREDATOR" "Ageratum conyzoides" "agerco" "herb" NA NA 0.1424 NA 0.1424
"1171" "w1g6p2" "P2" "WG6" "PREDATOR" "Premna obtusifolia" "premob" "tree" 4.52 2.6 0.435 1.29 1.725
"1172" "w1g6p2" "P2" "WG6" "PREDATOR" "Trichospermum pleiostigma" "tricpl" "tree" 10.31 4.05 0.84 2.555 3.395
"1173" "w1g6p2" "P2" "WG6" "PREDATOR" "Merremia peltata" "merrpe" "vine" NA NA 0.01147 NA 0.01147
"1174" "w1g6p2" "P2" "WG6" "PREDATOR" "Synedrella nodiflora" "syneno" "herb" NA NA 0.0836 NA 0.0836
"1175" "w1g6p2" "P2" "WG6" "PREDATOR" "Oplismenus compositus" "oplico" "grass" NA NA 0.0768 NA 0.0768
"1176" "w1g6p2" "P2" "WG6" "PREDATOR" "Piper umbellatum" "pipeum" "tree" NA NA 0.04308 NA 0.04308
"1177" "w1g6p3" "P3" "WG6" "INSECTICIDE" "Piptrus argenteus" "piptar" "tree" 127.18 5.34 11.665 70.925 82.59
"1178" "w1g6p3" "P3" "WG6" "INSECTICIDE" "Trema orientalis" "tremor" "tree" 158.66 8.08 16.365 58.32 74.685
"1179" "w1g6p3" "P3" "WG6" "INSECTICIDE" "Trichospermum pleiostigma" "tricpl" "tree" 27.84 NA 2.475 7.165 9.64
"1180" "w1g6p3" "P3" "WG6" "INSECTICIDE" "Macaranga tanarius" "macata" "tree" 10.41 3.8 0.89 2.075 2.965
"1181" "w1g6p3" "P3" "WG6" "INSECTICIDE" "Melanolepis multiglandulosa" "melamu" "tree" 1.13 NA 0.06204 0.28 0.34204
"1182" "w1g6p3" "P3" "WG6" "INSECTICIDE" "Macaranga aleurotoides" "macaal" "tree" NA NA 0.08106 0.03651 0.11757
"1183" "w1g6p3" "P3" "WG6" "INSECTICIDE" "Breynia cernua" "breyce" "shrub" 6.86 3.5 1.375 3.025 4.4
"1184" "w1g6p3" "P3" "WG6" "INSECTICIDE" "Ficus wassa" "ficuwa" "tree" NA NA 0.00834 NA 0.00834
"1185" "w1g6p3" "P3" "WG6" "INSECTICIDE" "Paspalum conjugatum" "paspco" "grass" NA NA 5.195 NA 5.195
"1186" "w1g6p3" "P3" "WG6" "INSECTICIDE" "Mikania micrantha" "mikami" "vine" NA NA 0.7 NA 0.7
"1187" "w1g6p3" "P3" "WG6" "INSECTICIDE" "Merremia peltata" "merrpe" "vine" NA NA 0.16123 NA 0.16123
"1188" "w1g6p3" "P3" "WG6" "INSECTICIDE" "Cucurbita sp. 1" "cucus1" "herb" NA NA 0.5 NA 0.5
"1189" "w1g6p3" "P3" "WG6" "INSECTICIDE" "Oplismenus compositus" "oplico" "grass" NA NA 0.06337 NA 0.06337
"1190" "w1g6p4" "P4" "WG6" "FUNGICIDE" "Trema orientalis" "tremor" "tree" 39.59 NA 4.99 16.805 21.795
"1191" "w1g6p4" "P4" "WG6" "FUNGICIDE" "Trichospermum pleiostigma" "tricpl" "tree" 16.62 15.6 1.82 4.995 6.815
"1192" "w1g6p4" "P4" "WG6" "FUNGICIDE" "Melanolepis multiglandulosa" "melamu" "tree" 47.93 17.98 4.62 14.66 19.28
"1193" "w1g6p4" "P4" "WG6" "FUNGICIDE" "Premna obtusifolia" "premob" "tree" 1.77 7.7 0.505 0.585 1.09
"1194" "w1g6p4" "P4" "WG6" "FUNGICIDE" "Mikania micrantha" "mikami" "vine" NA NA 2.675 NA 2.675
"1195" "w1g6p4" "P4" "WG6" "FUNGICIDE" "Synedrella nodiflora" "syneno" "herb" NA NA 11.555 1.81 13.365
"1196" "w1g6p4" "P4" "WG6" "FUNGICIDE" "Paspalum conjugatum" "paspco" "grass" NA NA 10.595 NA 10.595
"1197" "w1g6p4" "P4" "WG6" "FUNGICIDE" "Bidens pilosa" "bidepi" "herb" NA NA 0.20612 NA 0.20612
"1198" "w1g6p4" "P4" "WG6" "FUNGICIDE" "Euphorbia hirta" "euphhi" "herb" NA NA 0.01462 NA 0.01462
"1199" "w1g6p4" "P4" "WG6" "FUNGICIDE" "Ficus wassa" "ficuwa" "tree" NA NA 0.02432 NA 0.02432
"1200" "w1g6p5" "P5" "WG6" "WEEVIL25" "Ageratum conyzoides" "agerco" "herb" NA NA 0.16146 NA 0.16146
"1201" "w1g6p5" "P5" "WG6" "WEEVIL25" "Paspalum conjugatum" "paspco" "grass" NA NA 0.0394 NA 0.0394
"1202" "w1g6p5" "P5" "WG6" "WEEVIL25" "Ficus wassa" "ficuwa" "tree" NA NA 0.01033 NA 0.01033
"1203" "w1g6p5" "P5" "WG6" "WEEVIL25" "Piper umbellatum" "pipeum" "tree" NA NA 0.02726 NA 0.02726
"1204" "w1g6p5" "P5" "WG6" "WEEVIL25" "Mussaenda cylindrocarpa" "musscy" "shrub" NA NA 0.00339 NA 0.00339
"1205" "w1g6p5" "P5" "WG6" "WEEVIL25" "Mikania micrantha" "mikami" "vine" NA NA 0.08189 NA 0.08189
"1206" "w1g6p5" "P5" "WG6" "WEEVIL25" "Trema orientalis" "tremor" "tree" 46.1 6.45 13.83 5.98 19.81
"1207" "w1g6p5" "P5" "WG6" "WEEVIL25" "Melanolepis multiglandulosa" "melamu" "tree" 34.1 3.51 2.035 5.87 7.905
"1208" "w1g6p5" "P5" "WG6" "WEEVIL25" "Piptrus argenteus" "piptar" "tree" 55.23 3.26 10.22 23.38 33.6
"1209" "w1g6p5" "P5" "WG6" "WEEVIL25" "Trichospermum pleiostigma" "tricpl" "tree" 40.016 3.4 3.64 10.605 14.245
"1210" "w1g6p5" "P5" "WG6" "WEEVIL25" "Paspalum conjugatum" "paspco" "grass" NA NA 9.785 NA 9.785
"1211" "w1g6p5" "P5" "WG6" "WEEVIL25" "Bidens pilosa" "bidepi" "herb" NA NA 0.20545 NA 0.20545
"1212" "w1g6p6" "P6" "WG6" "CONTROL" "Melanolepis multiglandulosa" "melamu" "tree" 24.06 3.56 3.705 6.805 10.51
"1213" "w1g6p6" "P6" "WG6" "CONTROL" "Trichospermum pleiostigma" "tricpl" "tree" 13.23 3.6 1.195 2.845 4.04
"1214" "w1g6p6" "P6" "WG6" "CONTROL" "Piptrus argenteus" "piptar" "tree" 1.33 3 1.26 1.87 3.13
"1215" "w1g6p6" "P6" "WG6" "CONTROL" "Breynia cernua" "breyce" "shrub" 4.93 2.25 0.695 1.715 2.41
"1216" "w1g6p6" "P6" "WG6" "CONTROL" "Amaranthus lividus" "amarli" "herb" NA NA 0.14681 NA 0.14681
"1217" "w1g6p6" "P6" "WG6" "CONTROL" "Paspalum conjugatum" "paspco" "grass" NA NA 14.055 NA 14.055
"1218" "w1g6p6" "P6" "WG6" "CONTROL" "Mikania micrantha" "mikami" "vine" NA NA 6.19 NA 6.19
"1219" "w1g6p6" "P6" "WG6" "CONTROL" "Piper umbellatum" "pipeum" "tree" NA NA 0.22103 NA 0.22103
"1220" "w1g6p6" "P6" "WG6" "CONTROL" "Ageratum conyzoides" "agerco" "herb" NA NA 3.12 NA 3.12
"1221" "w1g6p6" "P6" "WG6" "CONTROL" "Bidens pilosa" "bidepi" "herb" NA NA 1 NA 1
"1222" "w1g6p6" "P6" "WG6" "CONTROL" "Euphorbia hirta" "euphhi" "herb" NA NA 0.03258 NA 0.03258
"1223" "w1g6p6" "P6" "WG6" "CONTROL" "Paspalum sp. 3" "pasps3" "grass" NA NA 0.10619 NA 0.10619
"1224" "w1g6p6" "P6" "WG6" "CONTROL" "Crassocephalum crepidioides" "crascr" "herb" NA NA 0.1495 NA 0.1495
"1225" "w1g6p6" "P6" "WG6" "CONTROL" "Hornstedtia scottiana" "hornsc" "herb" NA NA 0.00703 NA 0.00703
"1226" "w1g6p6" "P6" "WG6" "CONTROL" "Physalis angulata" "physan" "herb" NA NA 0.00861 NA 0.00861
"1227" "w1g6p6" "P6" "WG6" "CONTROL" "Amomum aculatum" "amomac" "herb" NA NA 0.0049 NA 0.0049
"1228" "w1g6p6" "P6" "WG6" "CONTROL" "Oplismenus compositus" "oplico" "grass" NA NA 0.0014 NA 0.0014
"1229" "w1g6p6" "P6" "WG6" "CONTROL" "Passiflora foetida" "passfo" "vine" NA NA 0.01788 NA 0.01788
