morphotype,amount,plot,tree,date,adult/larvae
aran078,1,w1g4p6,melos1,,
aran077,2,w1g4p6,melos1,,
aran018,1,w1g4p6,melos1,,
aran055,1,w1g4p6,melos1,,
aran070,1,w1g4p6,melos1,,
aran069,1,w1g4p6,melos1,,
aran114,1,w1g4p6,melos1,,
aran115,1,w1g4p6,melos1,,
aran060,1,w1g5p6,tricpl,,
aran015,1,w1g5p6,piptar,,
aran011,1,w1g5p6,piptar,,
aran034,1,w1g5p6,piptar,,
aran040,1,w1g5p6,piptar,,
aran024,1,w1g5p6,piptar,,
aran025,1,w1g2p1,cordte,,
aran009,1,w1g2p1,piptar,,
aran001,1,w1g2p1,piptar,,
aran089,1,w1g2p1,piptar,,
aran001,1,w1g2p1,melamu,,
aran009,5,w1g2p1,melamu,,
aran011,7,w1g2p1,melamu,,
aran036,1,w1g2p1,melamu,,
aran072,1,w1g2p1,melamu,,
aran046,6,w1g2p1,melamu,,
aran042,1,w1g2p1,melamu,,
aran006,1,w1g2p1,melamu,,
aran004,1,w1g2p1,melamu,,
aran016,2,w1g2p1,melamu,,
aran008,1,w1g2p1,melamu,,
aran023,1,w1g2p1,melamu,,
aran011,5,w1g5p1,melamu,,
aran034,2,w1g5p1,melamu,,
aran009,1,w1g5p1,melamu,,
aran022,1,w1g5p1,melamu,,
aran001,1,w1g5p1,melamu,,
aran015,2,w1g5p1,melamu,,
aran072,1,w1g5p1,melamu,,
aran014,2,w1g5p1,melamu,,
aran002,1,w1g5p1,melamu,,
aran073,3,w1g5p1,melamu,,
aran067,1,w1g5p1,melamu,,
aran115,1,w1g5p1,melamu,,
aran091,1,w1g5p1,melamu,,
aran116,1,w1g5p1,melamu,,
aran008,1,w1g5p1,tremor,,
aran011,2,w1g5p1,tremor,,
aran040,1,w1g5p1,tremor,,
aran021,1,w1g5p1,tremor,,
aran038,1,w1g5p1,tremor,,
aran073,1,w1g5p1,tremor,,
aran117,1,w1g5p1,tremor,,
aran011,1,w1g5p1,macata,,
aran015,1,w1g5p1,macata,,
aran024,1,w1g5p1,macata,,
aran009,1,w1g5p1,macata,,
aran002,1,w1g5p1,macata,,
aran009,1,w1g5p1,breyce,,
aran011,3,w1g5p1,tricpl,,
aran009,1,w1g5p1,tricpl,,
aran040,1,w1g5p1,tricpl,,
aran034,1,w1g5p1,tricpl,,
aran072,1,w1g5p1,tricpl,,
aran024,1,w1g5p1,tricpl,,
aran042,1,w1g5p1,tricpl,,
aran084,1,w1g5p1,tricpl,,
aran011,5,w1g2p4,piptar,,
aran034,2,w1g2p4,piptar,,
aran009,12,w1g2p4,piptar,,
aran056,3,w1g2p4,piptar,,
aran002,1,w1g2p4,piptar,,
aran008,2,w1g2p4,piptar,,
aran038,5,w1g2p4,piptar,,
aran003,1,w1g2p4,piptar,,
aran024,1,w1g2p4,piptar,,
aran087,1,w1g2p4,piptar,,
aran086,1,w1g2p4,piptar,,
aran070,2,w1g2p4,piptar,,
aran015,1,w1g2p4,piptar,,
aran042,1,w1g2p4,piptar,,
aran052,1,w1g2p4,piptar,,
aran035,1,w1g2p4,piptar,,
aran046,3,w1g2p4,piptar,,
aran041,1,w1g2p4,piptar,,
aran019,2,w1g2p4,piptar,,
aran072,3,w1g2p4,piptar,,
aran039,3,w1g2p4,piptar,,
aran021,6,w1g2p4,piptar,,
aran023,1,w1g2p4,piptar,,
aran112,2,w1g2p4,piptar,,
aran059,1,w1g2p4,piptar,,
aran071,2,w1g2p4,piptar,,
aran087,1,w1g2p4,piptar,,
aran064,1,w1g2p4,piptar,,
aran118,1,w1g2p4,piptar,,
aran024,1,w1g5p4,cordte,,
aran104,1,w1g5p4,cordte,,
aran019,1,w1g5p4,cordte,,
aran015,1,w1g5p4,cordte,,
aran011,3,w1g5p4,melamu,,
aran014,4,w1g5p4,melamu,,
aran086,1,w1g5p4,melamu,,
aran034,2,w1g5p4,melamu,,
aran022,1,w1g5p4,melamu,,
aran075,1,w1g5p4,melamu,,
aran001,1,w1g5p4,melamu,,
aran067,1,w1g5p4,melamu,,
aran082,1,w1g5p4,melamu,,
aran006,1,w1g5p4,melamu,,
aran039,1,w1g5p4,melamu,,
aran003,1,w1g5p4,melamu,,
aran088,1,w1g5p4,melamu,,
aran024,1,w1g5p4,melamu,,
aran057,1,w1g5p4,melamu,,
aran042,1,w1g5p4,melamu,,
aran101,1,w1g5p4,melamu,,
aran074,1,w1g5p4,melamu,,
aran045,1,w1g5p4,melamu,,
aran037,1,w1g5p4,melamu,,
aran034,1,w1g5p4,piptar,,
aran014,1,w1g5p4,piptar,,
aran006,1,w1g5p4,piptar,,
aran039,2,w1g5p4,piptar,,
aran043,1,w1g5p4,piptar,,
aran016,1,w1g4p4,tricpl,,
aran037,1,w1g4p4,tricpl,,
aran087,1,w1g4p4,melos1,,
aran011,5,w1g4p4,melos1,,
aran008,4,w1g4p4,melos1,,
aran073,3,w1g4p4,melos1,,
aran012,1,w1g4p4,melos1,,
aran001,3,w1g4p4,melos1,,
aran041,1,w1g4p4,melos1,,
aran118,3,w1g4p4,melos1,,
aran002,1,w1g4p4,melos1,,
aran010,1,w1g4p4,melos1,,
aran033,1,w1g4p4,melos1,,
aran034,2,w1g4p4,melos1,,
aran080,1,w1g4p4,melos1,,
aran106,1,w1g4p4,melos1,,
aran039,4,w1g4p4,melos1,,
aran019,1,w1g4p4,melos1,,
aran056,1,w1g4p4,melos1,,
aran057,1,w1g4p4,melos1,,
aran045,1,w1g4p4,melos1,,
aran051,2,w1g4p4,melos1,,
aran007,2,w1g4p4,melos1,,
aran023,1,w1g4p4,melos1,,
aran018,1,w1g4p4,melos1,,
aran059,2,w1g4p4,melos1,,
aran016,1,w1g4p4,melos1,,
aran024,1,w1g4p4,melos1,,
aran051,1,w1g4p4,melos1,,
aran066,1,w1g4p4,melos1,,
aran055,2,w1g4p4,melos1,,
aran032,4,w1g4p4,melos1,,
aran119,1,w1g4p4,melos1,,
aran120,1,w1g4p4,melos1,,
aran049,1,w1g3p3,ficuco,,
aran001,1,w1g3p3,costsp,,
aran035,1,w1g3p3,costsp,,
aran052,1,w1g3p3,costsp,,
aran039,1,w1g3p3,costsp,,
aran032,1,w1g3p3,costsp,,
aran079,1,w1g3p3,melamu,,
aran009,1,w1g3p3,melamu,,
aran057,1,w1g3p3,melamu,,
aran011,6,w1g3p3,piptar,,
aran015,3,w1g3p3,piptar,,
aran004,2,w1g3p3,piptar,,
aran001,2,w1g3p3,piptar,,
aran008,2,w1g3p3,piptar,,
aran034,1,w1g3p3,piptar,,
aran022,2,w1g3p3,piptar,,
aran039,3,w1g3p3,piptar,,
aran040,2,w1g3p3,piptar,,
aran046,2,w1g3p3,piptar,,
aran041,2,w1g3p3,piptar,,
aran002,1,w1g3p3,piptar,,
aran056,1,w1g3p3,piptar,,
aran057,1,w1g3p3,piptar,,
aran024,1,w1g3p3,piptar,,
aran038,2,w1g3p3,piptar,,
aran089,3,w1g3p3,piptar,,
aran009,1,w1g3p3,piptar,,
aran104,2,w1g3p3,piptar,,
aran010,1,w1g3p3,piptar,,
aran003,2,w1g3p3,piptar,,
aran022,2,w1g3p3,piptar,,
aran042,2,w1g3p3,piptar,,
aran073,3,w1g3p3,piptar,,
aran032,3,w1g3p3,piptar,,
aran117,1,w1g3p3,piptar,,
aran118,2,w1g3p3,piptar,,
aran084,2,w1g3p3,piptar,,
aran044,1,w1g3p3,piptar,,
aran043,1,w1g3p3,piptar,,
aran020,1,w1g3p3,piptar,,
aran074,2,w1g3p3,piptar,,
aran122,3,w1g3p3,piptar,,
aran009,10,w1g1p1,commba,,
aran011,10,w1g1p1,commba,,
aran034,2,w1g1p1,commba,,
aran008,1,w1g1p1,commba,,
aran022,1,w1g1p1,commba,,
aran017,1,w1g1p1,commba,,
aran016,1,w1g1p1,commba,,
aran088,1,w1g1p1,commba,,
aran077,1,w1g1p1,commba,,
aran071,1,w1g1p1,commba,,
aran079,1,w1g1p1,commba,,
aran042,1,w1g1p1,commba,,
aran106,1,w1g1p1,commba,,
aran038,1,w1g1p1,commba,,
aran041,2,w1g1p1,commba,,
aran123,1,w1g1p1,commba,,
aran009,6,w1g1p1,trems1,,
aran090,1,w1g1p1,trems1,,
aran001,1,w1g1p1,trems1,,
aran041,1,w1g1p1,trems1,,
aran011,2,w1g1p1,trems1,,
aran036,1,w1g1p1,trems1,,
aran015,1,w1g1p1,trems1,,
aran024,1,w1g1p1,trems1,,
aran025,1,w1g1p1,trems1,,
aran003,2,w1g1p1,trems1,,
aran014,2,w1g1p1,trems1,,
aran058,2,w1g1p1,trems1,,
aran071,1,w1g1p1,trems1,,
aran073,1,w1g1p1,trems1,,
aran019,1,w1g1p1,trems1,,
aran021,1,w1g1p1,trems1,,
aran061,1,w1g1p1,macaqu,,
aran015,1,w1g1p1,macaqu,,
aran011,1,w1g1p1,macaqu,,
aran041,1,w1g1p1,macaqu,,
aran034,1,w1g1p1,macaqu,,
aran009,1,w1g1p1,macaqu,,
aran090,1,w1g1p1,macaqu,,
aran021,1,w1g1p1,macaqu,,
aran079,2,w1g1p1,macaqu,,
aran019,1,w1g1p1,macaqu,,
aran073,1,w1g1p1,macaqu,,
aran088,1,w1g1p1,macaqu,,
aran076,1,w1g1p1,macaqu,,
aran025,2,w1g1p1,macaqu,,
aran003,1,w1g1p1,macaqu,,
aran006,2,w1g1p1,macaqu,,
aran013,1,w1g1p1,macaqu,,
aran064,1,w1g6p6,breyce,,
aran009,1,w1g6p6,breyce,,
aran002,2,w1g6p6,breyce,,
aran001,1,w1g6p6,breyce,,
aran015,1,w1g6p6,breyce,,
aran008,1,w1g6p6,breyce,,
aran009,1,w1g6p6,breyce,,
aran011,1,w1g6p6,melamu,,
aran005,1,w1g6p6,melamu,,
aran003,1,w1g6p6,melamu,,
aran019,1,w1g6p6,melamu,,
aran009,4,w1g6p6,tricpl,,
aran031,1,w1g6p6,tricpl,,
aran004,2,w1g6p6,tricpl,,
aran011,1,w1g6p6,tricpl,,
aran016,1,w1g6p6,tricpl,,
aran013,1,w1g6p6,tricpl,,
aran039,1,w1g6p6,tricpl,,
aran119,1,w1g6p6,tricpl,,
aran043,1,w1g6p6,tricpl,,
aran045,1,w1g6p6,tricpl,,
aran121,1,w1g6p6,tricpl,,
aran034,2,w1g6p6,piptar,,
aran003,1,w1g6p6,piptar,,
aran001,1,w1g6p6,piptar,,
aran039,1,w1g6p6,piptar,,
aran078,1,w1g6p6,piptar,,
aran059,1,w1g6p6,piptar,,
aran077,1,w1g1p5,ficuhi,,
aran041,1,w1g1p5,ficuhi,,
aran011,1,w1g1p5,ficuhi,,
aran087,1,w1g1p5,ficuhi,,
aran009,1,w1g1p5,commba,,
aran090,2,w1g1p5,commba,,
aran002,1,w1g1p5,commba,,
aran058,1,w1g1p5,melamu,,
aran011,2,w1g1p5,melamu,,
aran090,1,w1g1p5,melamu,,
aran072,1,w1g1p5,melamu,,
aran024,1,w1g1p5,melamu,,
aran006,3,w1g1p5,melamu,,
aran003,1,w1g1p5,melamu,,
aran001,1,w1g1p5,piptar,,
aran009,3,w1g1p5,piptar,,
aran011,4,w1g1p5,piptar,,
aran090,1,w1g1p5,piptar,,
aran086,1,w1g1p5,piptar,,
aran014,2,w1g1p5,piptar,,
aran009,11,w1g1p5,trems1,,
aran087,1,w1g1p5,trems1,,
aran003,5,w1g1p5,trems1,,
aran024,6,w1g1p5,trems1,,
aran011,3,w1g1p5,trems1,,
aran034,2,w1g1p5,trems1,,
aran008,1,w1g1p5,trems1,,
aran104,1,w1g1p5,trems1,,
aran001,1,w1g1p5,trems1,,
aran077,1,w1g1p5,trems1,,
aran073,2,w1g1p5,trems1,,
aran059,4,w1g1p5,trems1,,
aran088,2,w1g1p5,trems1,,
aran078,1,w1g1p5,trems1,,
aran005,3,w1g1p5,trems1,,
aran019,2,w1g1p5,trems1,,
aran061,1,w1g1p5,trems1,,
aran093,1,w1g1p5,trems1,,
aran106,1,w1g1p5,trems1,,
aran080,1,w1g1p5,trems1,,
aran124,1,w1g3p5,sorgpr,,
aran001,1,w1g3p5,sorgpr,,
aran001,3,w1g3p5,piptar,,
aran011,1,w1g3p5,piptar,,
aran022,3,w1g3p5,piptar,,
aran042,1,w1g3p5,piptar,,
aran040,2,w1g3p5,piptar,,
aran050,1,w1g3p5,piptar,,
aran039,1,w1g3p5,piptar,,
aran046,1,w1g3p5,piptar,,
aran034,5,w1g3p5,piptar,,
aran032,2,w1g3p5,piptar,,
aran083,1,w1g3p5,piptar,,
aran024,2,w1g3p5,piptar,,
aran073,2,w1g3p5,piptar,,
aran071,2,w1g3p5,piptar,,
aran045,2,w1g3p5,piptar,,
aran015,1,w1g3p5,piptar,,
aran026,1,w1g3p5,piptar,,
aran054,1,w1g3p5,piptar,,
aran043,3,w1g3p5,piptar,,
aran125,1,w1g3p5,piptar,,
aran020,2,w1g3p5,piptar,,
aran126,1,w1g3p5,piptar,,
aran051,1,w1g3p5,piptar,,
aran014,2,w1g3p5,piptar,,
aran003,1,w1g3p5,piptar,,
aran006,1,w1g3p5,piptar,,
aran001,13,w1g3p6,piptar,,
aran011,3,w1g3p6,piptar,,
aran034,1,w1g3p6,piptar,,
aran009,2,w1g3p6,piptar,,
aran032,11,w1g3p6,piptar,,
aran090,2,w1g3p6,piptar,,
aran030,1,w1g3p6,piptar,,
aran058,1,w1g3p6,piptar,,
aran059,2,w1g3p6,piptar,,
aran060,6,w1g3p6,piptar,,
aran041,1,w1g3p6,piptar,,
aran077,1,w1g3p6,piptar,,
aran056,1,w1g3p6,piptar,,
aran057,2,w1g3p6,piptar,,
aran014,3,w1g3p6,piptar,,
aran088,1,w1g3p6,piptar,,
aran040,2,w1g3p6,piptar,,
aran072,1,w1g3p6,piptar,,
aran052,1,w1g3p6,piptar,,
aran037,1,w1g3p6,piptar,,
aran036,2,w1g3p6,piptar,,
aran038,1,w1g3p6,piptar,,
aran089,2,w1g3p6,piptar,,
aran100,1,w1g3p6,piptar,,
aran117,1,w1g3p6,piptar,,
aran092,1,w1g3p6,piptar,,
aran127,1,w1g3p6,piptar,,
aran118,1,w1g3p6,piptar,,
aran106,2,w1g3p6,piptar,,
aran038,1,w1g3p6,piptar,,
aran015,1,w1g3p6,piptar,,
aran128,1,w1g3p6,piptar,,
aran059,1,w1g3p6,pipead,,
aran003,1,w1g3p6,pipead,,
aran011,2,w1g3p6,macabi,,
aran032,1,w1g3p6,macabi,,
aran016,1,w1g3p6,macabi,,
aran040,2,w1g3p6,manies,,
aran014,1,w1g3p6,manies,,
aran006,1,w1g3p6,manies,,
aran022,1,w1g3p6,melamu,,
aran001,4,w1g3p6,melamu,,
aran003,1,w1g3p6,melamu,,
aran004,1,w1g3p6,melamu,,
aran009,1,w1g3p6,melamu,,
aran011,1,w1g3p6,melamu,,
aran040,2,w1g3p6,melamu,,
aran006,1,w1g3p6,melamu,,
aran059,1,w1g3p6,melamu,,
aran060,1,w1g3p6,melamu,,
aran078,1,w1g3p6,melamu,,
aran075,1,w1g3p6,melamu,,
aran032,3,w1g3p6,melamu,,
aran051,1,w1g3p6,melamu,,
aran118,1,w1g3p6,melamu,,
aran077,1,w1g3p6,melamu,,
aran011,1,w1g6p2,premob,,
aran039,1,w1g6p2,premob,,
aran018,1,w1g6p2,premob,,
aran039,1,w1g6p2,tricpl,,
aran001,1,w1g6p2,tricpl,,
aran011,1,w1g6p2,tremor,,
aran014,1,w1g6p2,tremor,,
aran018,1,w1g6p2,macata,,
aran032,1,w1g6p2,macata,,
aran005,1,w1g6p2,macata,,
aran057,1,w1g6p2,macata,,
aran106,1,w1g6p2,macata,,
aran055,1,w1g6p2,macata,,
aran086,1,w1g6p2,macata,,
aran001,2,w1g6p2,breyce,,
aran056,2,w1g6p2,breyce,,
aran010,1,w1g6p2,breyce,,
aran025,1,w1g6p2,breyce,,
aran129,1,w1g6p2,breyce,,
aran019,2,w1g6p2,melamu,,
aran001,3,w1g6p2,melamu,,
aran002,1,w1g6p2,melamu,,
aran011,2,w1g6p2,melamu,,
aran042,1,w1g6p2,melamu,,
aran052,1,w1g6p2,melamu,,
aran059,1,w1g6p2,melamu,,
aran021,1,w1g6p2,melamu,,
aran025,2,w1g6p2,melamu,,
aran013,1,w1g6p2,melamu,,
aran001,4,w1g6p2,melamu,,
aran033,1,w1g6p2,piptar,,
aran103,1,w1g6p2,piptar,,
aran057,2,w1g6p2,piptar,,
aran024,1,w1g6p2,piptar,,
aran032,1,w1g6p2,piptar,,
aran003,3,w1g6p2,piptar,,
aran034,1,w1g6p2,piptar,,
aran122,1,w1g6p2,piptar,,
aran039,1,w1g6p2,piptar,,
aran059,2,w1g6p2,piptar,,
aran011,1,w1g6p2,piptar,,
aran038,1,w1g6p2,piptar,,
aran013,1,w1g6p2,piptar,,
aran008,2,w1g6p2,piptar,,
aran073,1,w1g6p2,piptar,,
aran065,1,w1g6p2,piptar,,
aran090,1,w1g6p1,piptar,,
aran059,2,w1g6p1,tremor,,
aran009,2,w1g6p1,tremor,,
aran014,2,w1g6p1,tremor,,
aran009,1,w1g5p2,solatu,,
aran035,1,w1g5p2,solatu,,
aran006,1,w1g5p2,solatu,,
aran009,1,w1g5p2,trems1,,
aran034,1,w1g5p2,trems1,,
aran011,2,w1g5p2,trems1,,
aran122,2,w1g5p2,trems1,,
aran001,1,w1g5p2,trems1,,
aran024,1,w1g5p2,trems1,,
aran077,1,w1g5p2,trems1,,
aran046,1,w1g5p2,trems1,,
aran015,1,w1g5p2,trems1,,
aran036,1,w1g5p2,trems1,,
aran073,2,w1g5p2,trems1,,
aran020,2,w1g5p2,trems1,,
aran037,1,w1g5p2,trems1,,
aran130,1,w1g5p2,trems1,,
aran008,1,w1g5p2,melamu,,
aran131,1,w1g5p2,melamu,,
aran011,2,w1g5p2,melamu,,
aran034,1,w1g5p2,melamu,,
aran073,1,w1g5p2,melamu,,
aran079,1,w1g5p2,melamu,,
aran041,1,w1g5p2,melamu,,
aran025,2,w1g5p2,melamu,,
aran017,2,w1g5p2,melamu,,
aran034,3,w1g5p2,piptar,,
aran056,1,w1g5p2,piptar,,
aran028,1,w1g5p2,piptar,,
aran020,2,w1g5p2,piptar,,
aran038,2,w1g5p2,piptar,,
aran001,7,w1g4p1,melos1,,
aran011,7,w1g4p1,melos1,,
aran090,2,w1g4p1,melos1,,
aran012,1,w1g4p1,melos1,,
aran010,1,w1g4p1,melos1,,
aran022,5,w1g4p1,melos1,,
aran018,1,w1g4p1,melos1,,
aran056,2,w1g4p1,melos1,,
aran067,1,w1g4p1,melos1,,
aran009,1,w1g4p1,melos1,,
aran074,1,w1g4p1,melos1,,
aran080,1,w1g4p1,melos1,,
aran034,2,w1g4p1,melos1,,
aran083,1,w1g4p1,melos1,,
aran036,2,w1g4p1,melos1,,
aran041,4,w1g4p1,melos1,,
aran086,1,w1g4p1,melos1,,
aran008,1,w1g4p1,melos1,,
aran042,4,w1g4p1,melos1,,
aran073,5,w1g4p1,melos1,,
aran016,1,w1g4p1,melos1,,
aran014,1,w1g4p1,melos1,,
aran118,1,w1g4p1,melos1,,
aran006,4,w1g4p1,melos1,,
aran025,2,w1g4p1,melos1,,
aran122,4,w1g4p1,melos1,,
aran039,3,w1g4p1,melos1,,
aran079,1,w1g4p1,melos1,,
aran037,1,w1g4p1,melos1,,
aran059,3,w1g4p1,melos1,,
aran117,1,w1g4p1,melos1,,
aran071,1,w1g4p1,melos1,,
aran078,2,w1g4p1,melos1,,
aran080,1,w1g4p1,melos1,,
aran046,2,w1g4p1,melos1,,
aran119,4,w1g4p1,melos1,,
aran132,1,w1g4p1,melos1,,
aran033,1,w1g4p1,melamu,,
aran079,1,w1g4p1,melamu,,
aran056,1,w1g4p1,melamu,,
aran032,1,w1g4p1,macata,,
aran077,1,w1g4p1,manies,,
aran031,1,w1g4p5,melos1,,
aran011,2,w1g4p5,melos1,,
aran034,2,w1g4p5,melos1,,
aran058,1,w1g4p5,melos1,,
aran082,1,w1g4p5,melos1,,
aran086,1,w1g4p5,melos1,,
aran001,1,w1g4p5,melos1,,
aran025,2,w1g4p5,melos1,,
aran006,1,w1g4p5,melos1,,
aran051,1,w1g4p5,melos1,,
aran005,1,w1g4p5,melos1,,
aran039,3,w1g4p5,melos1,,
aran073,3,w1g4p5,melos1,,
aran084,1,w1g4p5,melos1,,
aran019,1,w1g4p5,melos1,,
aran037,2,w1g4p5,melos1,,
cole001,1,w1g1p1,commba,8/19/2016,
cole002,2,w1g1p1,commba,8/19/2016,
cole009,1,w1g1p1,commba,8/19/2016,
cole082,3,w1g1p1,commba,8/19/2016,
cole001,3,w1g1p1,macaqu,8/19/2016,
cole002,1,w1g1p1,macaqu,8/19/2016,
cole026,1,w1g1p1,macaqu,8/19/2016,
cole051,1,w1g1p1,macaqu,8/19/2016,
cole059,3,w1g1p1,macaqu,8/19/2016,
cole001,10,w1g1p1,trems1,8/19/2016,
cole002,2,w1g1p1,trems1,8/19/2016,
cole003,1,w1g1p1,trems1,8/19/2016,
cole013,1,w1g1p1,trems1,8/19/2016,
cole001,3,w1g1p2,trems1,8/15/2016,
cole003,3,w1g1p2,trems1,8/15/2016,
cole009,4,w1g1p2,trems1,8/15/2016,
cole017,11,w1g1p2,trems1,8/15/2016,
cole026,1,w1g1p2,trems1,8/15/2016,
cole064,1,w1g1p2,trems1,8/15/2016,
cole002,1,w1g1p2,urenlo,8/15/2016,
cole009,3,w1g1p2,urenlo,8/15/2016,
cole001,6,w1g1p3,macaqu,8/17/2016,
cole002,1,w1g1p3,macaqu,8/17/2016,
cole009,1,w1g1p3,macaqu,8/17/2016,
cole001,5,w1g1p3,piptar,8/17/2016,
cole005,1,w1g1p3,piptar,8/17/2016,
cole009,23,w1g1p3,piptar,8/17/2016,
cole001,39,w1g1p3,trems1,8/17/2016,
cole002,11,w1g1p3,trems1,8/17/2016,
cole003,5,w1g1p3,trems1,8/17/2016,
cole007,1,w1g1p3,trems1,8/17/2016,
cole008,1,w1g1p3,trems1,8/17/2016,
cole009,1,w1g1p3,trems1,8/17/2016,
cole010,1,w1g1p3,trems1,8/17/2016,
cole003,1,w1g1p3,tricpl,8/17/2016,
cole005,6,w1g1p3,urenlo,8/17/2016,
cole006,1,w1g1p3,urenlo,8/17/2016,
cole017,1,w1g1p5,commba,8/18/2016,
cole030,1,w1g1p5,commba,8/18/2016,
cole001,2,w1g1p5,piptar,8/18/2016,
cole009,37,w1g1p5,piptar,8/18/2016,
cole020,1,w1g1p5,piptar,8/18/2016,
cole001,10,w1g1p5,trems1,8/18/2016,
cole002,2,w1g1p5,trems1,8/18/2016,
cole009,1,w1g1p5,trems1,8/18/2016,
cole010,1,w1g1p5,trems1,8/18/2016,
cole045,1,w1g1p5,trems1,8/18/2016,
cole062,1,w1g1p5,trems1,8/18/2016,
cole001,3,w1g2p1,cordil,8/11/2016,
cole002,1,w1g2p1,cordil,8/11/2016,
cole001,10,w1g2p1,melamu,8/11/2016,
cole002,2,w1g2p1,melamu,8/11/2016,
cole008,1,w1g2p1,melamu,8/11/2016,
cole009,3,w1g2p1,melamu,8/11/2016,
cole011,1,w1g2p1,melamu,8/11/2016,
cole012,1,w1g2p1,melamu,8/11/2016,
cole013,3,w1g2p1,melamu,8/11/2016,
cole001,1,w1g2p1,pipeum,8/11/2016,
cole001,1,w1g2p1,piptar,8/11/2016,
cole009,10,w1g2p1,piptar,8/11/2016,
cole002,1,w1g2p2,piptar,8/10/2016,
cole003,1,w1g2p2,piptar,8/10/2016,
cole009,10,w1g2p2,piptar,8/10/2016,
cole001,3,w1g2p2,tremor,8/10/2016,
cole008,2,w1g2p2,tremor,8/10/2016,
cole009,1,w1g2p2,tremor,8/10/2016,
cole011,1,w1g2p2,tremor,8/10/2016,
cole012,3,w1g2p2,tremor,8/10/2016,
cole037,2,w1g2p2,tremor,8/10/2016,
cole051,1,w1g2p2,tremor,8/10/2016,
cole063,1,w1g2p2,tremor,8/10/2016,
cole001,1,w1g2p3,cordte,8/8/2016,
cole003,1,w1g2p3,pipeum,8/8/2016,
cole001,1,w1g2p3,piptar,8/8/2016,
cole009,18,w1g2p3,piptar,8/8/2016,
cole017,1,w1g2p3,piptar,8/8/2016,
cole001,1,w1g2p3,trems1,8/8/2016,
cole002,2,w1g2p3,trems1,8/8/2016,
cole001,5,w1g2p3,tremor,8/8/2016,
cole008,8,w1g2p3,tremor,8/8/2016,
cole012,5,w1g2p3,tremor,8/8/2016,
cole037,3,w1g2p3,tremor,8/8/2016,
cole001,39,w1g2p4,piptar,8/13/2016,
cole002,3,w1g2p4,piptar,8/13/2016,
cole003,1,w1g2p4,piptar,8/13/2016,
cole008,1,w1g2p4,piptar,8/13/2016,
cole009,196,w1g2p4,piptar,8/13/2016,
cole013,1,w1g2p4,piptar,8/13/2016,
cole015,2,w1g2p4,piptar,8/13/2016,
cole016,3,w1g2p4,piptar,8/13/2016,
cole018,5,w1g2p4,piptar,8/13/2016,
cole048,3,w1g2p4,piptar,8/13/2016,
cole063,1,w1g2p4,piptar,8/13/2016,
cole092,1,w1g2p4,piptar,8/13/2016,
cole114,1,w1g2p4,piptar,8/13/2016,
cole001,27,w1g2p5,piptar,8/12/2016,
cole003,3,w1g2p5,piptar,8/12/2016,
cole009,24,w1g2p5,piptar,8/12/2016,
cole013,1,w1g2p5,piptar,8/12/2016,
cole014,1,w1g2p5,piptar,8/12/2016,
cole015,1,w1g2p5,piptar,8/12/2016,
cole016,2,w1g2p5,piptar,8/12/2016,
cole017,1,w1g2p5,piptar,8/12/2016,
cole001,1,w1g2p6,cordte,8/6/2016,
cole002,2,w1g2p6,cordte,8/6/2016,
cole009,6,w1g2p6,cordte,8/6/2016,
cole002,5,w1g2p6,macata,8/6/2016,
cole003,2,w1g2p6,macata,8/6/2016,
cole013,1,w1g2p6,macata,8/6/2016,
cole061,1,w1g2p6,macata,8/6/2016,
cole001,23,w1g2p6,melamu,8/6/2016,
cole002,1,w1g2p6,melamu,8/6/2016,
cole003,3,w1g2p6,melamu,8/6/2016,
cole008,1,w1g2p6,melamu,8/6/2016,
cole009,1,w1g2p6,melamu,8/6/2016,
cole013,3,w1g2p6,melamu,8/6/2016,
cole022,1,w1g2p6,melamu,8/6/2016,
cole026,1,w1g2p6,melamu,8/6/2016,
cole034,3,w1g2p6,melamu,8/6/2016,
cole063,1,w1g2p6,melamu,8/6/2016,
cole001,21,w1g2p6,piptar,8/6/2016,
cole002,1,w1g2p6,piptar,8/6/2016,
cole003,11,w1g2p6,piptar,8/6/2016,
cole009,16,w1g2p6,piptar,8/6/2016,
cole016,2,w1g2p6,piptar,8/6/2016,
cole022,1,w1g2p6,piptar,8/6/2016,
cole061,1,w1g2p6,piptar,8/6/2016,
cole001,10,w1g2p6,vitelo,8/6/2016,
cole002,2,w1g2p6,vitelo,8/6/2016,
cole003,21,w1g2p6,vitelo,8/6/2016,
cole009,11,w1g2p6,vitelo,8/6/2016,
cole017,4,w1g2p6,vitelo,8/6/2016,
cole030,1,w1g2p6,vitelo,8/6/2016,
cole034,1,w1g2p6,vitelo,8/6/2016,
cole038,1,w1g2p6,vitelo,8/6/2016,
cole056,1,w1g2p6,vitelo,8/6/2016,
cole059,1,w1g2p6,vitelo,8/6/2016,
cole063,1,w1g2p6,vitelo,8/6/2016,
cole074,1,w1g2p6,vitelo,8/6/2016,
cole138,1,w1g2p6,vitelo,8/6/2016,
cole001,4,w1g3p1,melamu,8/3/2016,
cole009,2,w1g3p1,melamu,8/3/2016,
cole013,1,w1g3p1,melamu,8/3/2016,
cole018,1,w1g3p1,melamu,8/3/2016,
cole019,4,w1g3p1,melamu,8/3/2016,
cole001,59,w1g3p1,piptar,8/3/2016,
cole003,2,w1g3p1,piptar,8/3/2016,
cole008,1,w1g3p1,piptar,8/3/2016,
